show_id,type,title,director,country,date_added,release_year,rating,duration,listed_in,description,classification
s106,Movie,Smoky Mountain Park Rangers,Unknown,,2021-09-17,2021.0,TV-PG,42.0,"A, n, i, m, a, l, s,  , &,  , N, a, t, u, r, e, ,,  , D, o, c, u, m, e, n, t, a, r, y",Park Rangers protect the wildlife in Great Smoky Mountain National Park.,
s107,TV Show,Life Below Zero,Unknown,United States,2021-09-15,2021.0,TV-14,16.0,"A, c, t, i, o, n, -, A, d, v, e, n, t, u, r, e, ,,  , A, n, i, m, a, l, s,  , &,  , N, a, t, u, r, e, ,,  , D, o, c, u, s, e, r, i, e, s","Experience life deep in Alaska where the primal way lives on – brave the wild, fight the freeze.",
s108,TV Show,Miraculous: Tales Of Ladybug & Cat Noir,Unknown,"France, South Korea, Japan, United States",2021-09-15,2021.0,TV-Y7,1.0,"A, c, t, i, o, n, -, A, d, v, e, n, t, u, r, e, ,,  , A, n, i, m, a, t, i, o, n, ,,  , F, a, n, t, a, s, y",Superheroes Ladybug and Cat Noir protect the city.,
s109,TV Show,Unknown Waters with Jeremy Wade,Unknown,,2021-09-15,2021.0,TV-14,1.0,"A, n, i, m, a, l, s,  , &,  , N, a, t, u, r, e, ,,  , D, o, c, u, s, e, r, i, e, s","Angler and adventurer, Jeremy Wade, explores the greatest river system in the world.",
s110,Movie,Far Away From Raven’s Home,Unknown,,2021-09-10,2021.0,TV-G,11.0,"C, o, m, e, d, y",Our gang is off for an exotic vacation of a lifetime!,
s111,Movie,Pirates of the Caribbean: On Stranger Tides,Rob Marshall,"United States, United Kingdom",2021-09-10,2021.0,PG-13,140.0,"A, c, t, i, o, n, -, A, d, v, e, n, t, u, r, e, ,,  , F, a, n, t, a, s, y",A woman from his past uses Jack to help find the fabled Fountain of Youth.,2.0
s112,Movie,Twenty Something,Aphton Corbin,United States,2021-09-10,2021.0,PG,11.0,"A, n, i, m, a, t, i, o, n, ,,  , F, a, m, i, l, y","Adulting is hard. One day you're nailing it, the next you're a stack of kids hiding in a trenchcoat.",1.0
s113,TV Show,"Doogie Kamealoha, M.D.",Unknown,United States,2021-09-08,2021.0,TV-PG,1.0,"C, o, m, e, d, y, ,,  , C, o, m, i, n, g,  , o, f,  , A, g, e, ,,  , F, a, m, i, l, y",A 16-year-old prodigy juggles her budding medical career with the daily challenges of teenage life.,
s114,TV Show,"Mira, Royal Detective",Unknown,United States,2021-09-08,2021.0,TV-Y,2.0,"A, n, i, m, a, t, i, o, n, ,,  , F, a, n, t, a, s, y, ,,  , K, i, d, s",Mira is the new royal detective in the land of Jalpur!,
s115,TV Show,Pepper Ann,Unknown,United States,2021-09-08,2021.0,TV-Y,3.0,"A, n, i, m, a, t, i, o, n, ,,  , C, o, m, e, d, y, ,,  , C, o, m, i, n, g,  , o, f,  , A, g, e",Pepper Ann Pearson is a teenage girl on an eternal quest for coolness.,
s116,TV Show,The Incredible Dr. Pol,Unknown,United States,2021-09-08,2021.0,TV-14,19.0,"A, n, i, m, a, l, s,  , &,  , N, a, t, u, r, e, ,,  , D, o, c, u, s, e, r, i, e, s, ,,  , F, a, m, i, l, y",Dr. Pol and his team handle challenging veterinary cases and animal emergencies in central Michigan.,
s117,Movie,Happier Than Ever: A Love Letter to Los Angeles,"Robert Rodriguez, Patrick Osborne",United States,2021-09-03,2021.0,TV-14,66.0,"C, o, n, c, e, r, t,  , F, i, l, m, ,,  , M, u, s, i, c","Billie Eilish makes her Disney+ debut with ""Happier Than Ever: A Love Letter to Los Angeles.""",
s118,Movie,X-Men: Dark Phoenix,Simon Kinberg,"United States, Canada",2021-09-03,2021.0,PG-13,115.0,"A, c, t, i, o, n, -, A, d, v, e, n, t, u, r, e, ,,  , F, a, m, i, l, y, ,,  , S, c, i, e, n, c, e,  , F, i, c, t, i, o, n","When Jean Grey transforms into the Dark Phoenix, the X-Men unite to face their greatest enemy yet.",2.0
s119,TV Show,Alaska Animal Rescue,Unknown,United States,2021-09-01,2021.0,TV-PG,2.0,"A, n, i, m, a, l, s,  , &,  , N, a, t, u, r, e, ,,  , D, o, c, u, s, e, r, i, e, s, ,,  , F, a, m, i, l, y",Conservation heroes rescue and rehabilitate the wild animals of America’s last frontier.,
s120,TV Show,Dug Days,Unknown,United States,2021-09-01,2021.0,TV-PG,1.0,"A, n, i, m, a, t, i, o, n, ,,  , C, o, m, e, d, y, ,,  , F, a, m, i, l, y","“Dug Days” is a collection of shorts that follows the adventures of Dug, the dog from Pixar’s “Up.”",
s121,Movie,Cruella,Craig Gillespie,"United States, United Kingdom",2021-08-27,2021.0,PG-13,137.0,"C, r, i, m, e, ,,  , D, r, a, m, a","Witness the origin of Disney’s most notorious and notoriously fashionable villain, Cruella de Vil.",2.0
s122,Movie,Dan in Real Life,Peter Hedges,United States,2021-08-27,2021.0,PG-13,99.0,"C, o, m, e, d, y, ,,  , D, r, a, m, a, ,,  , R, o, m, a, n, c, e",A relationship expert falls in love with his brother's new girlfriend.,2.0
s123,Movie,Disney Princess Remixed - An Ultimate Princess Celebration,Napoleon Dumo,,2021-08-27,2021.0,TV-G,22.0,"F, a, m, i, l, y, ,,  , M, u, s, i, c, ,,  , V, a, r, i, e, t, y",Celebrate the timeless music of Disney Princess!,
s124,Movie,Marvel One-Shot: All Hail the King,Drew Pearce,United States,2021-08-27,2021.0,TV-14,14.0,"C, o, m, e, d, y, ,,  , D, r, a, m, a, ,,  , T, h, r, i, l, l, e, r","Locked up in prison, infamous icon Trevor Slattery agrees to meet with a documentary filmmaker.",
s125,Movie,Underdog,Frederik Du Chau,United States,2021-08-27,2021.0,PG,85.0,"A, c, t, i, o, n, -, A, d, v, e, n, t, u, r, e, ,,  , F, a, m, i, l, y, ,,  , P, a, r, o, d, y",A super-powered beagle tries to save Capital City from a mad scientist.,1.0
s126,TV Show,Dr. K's Exotic Animal ER,Unknown,,2021-08-25,2021.0,TV-14,9.0,"A, n, i, m, a, l, s,  , &,  , N, a, t, u, r, e, ,,  , D, o, c, u, s, e, r, i, e, s, ,,  , F, a, m, i, l, y",Dedicated veterinarians treat a colorful array of exotic pets in south Florida.,
s127,TV Show,Gigantosaurus,Unknown,France,2021-08-25,2021.0,TV-Y,2.0,"A, c, t, i, o, n, -, A, d, v, e, n, t, u, r, e, ,,  , A, n, i, m, a, t, i, o, n, ,,  , K, i, d, s",Four dinos explore the mystery of the Gigantosaurus!,
s128,TV Show,Life Below Zero: Next Generation,Unknown,United States,2021-08-25,2021.0,TV-14,2.0,"A, c, t, i, o, n, -, A, d, v, e, n, t, u, r, e, ,,  , A, n, i, m, a, l, s,  , &,  , N, a, t, u, r, e, ,,  , D, o, c, u, s, e, r, i, e, s",The next generation of Alaskans struggle to survive without modern-day comforts.,
s129,Movie,Eragon,Stefen Fangmeier,"United States, United Kingdom, Hungary",2021-08-20,2021.0,PG,104.0,"A, c, t, i, o, n, -, A, d, v, e, n, t, u, r, e, ,,  , F, a, m, i, l, y, ,,  , F, a, n, t, a, s, y","In a mythical time, a teenage boy becomes a dragon rider and embarks on a journey of adventure.",1.0
s130,TV Show,Growing Up Animal,Unknown,,2021-08-18,2021.0,TV-PG,1.0,"A, n, i, m, a, l, s,  , &,  , N, a, t, u, r, e, ,,  , D, o, c, u, s, e, r, i, e, s, ,,  , F, a, m, i, l, y",Magical stories of baby animals on the journey from womb to the wild.,
s131,Movie,Fantastic Four,Tim Story,"United States, Germany",2021-08-13,2021.0,PG-13,106.0,"A, c, t, i, o, n, -, A, d, v, e, n, t, u, r, e, ,,  , F, a, m, i, l, y, ,,  , S, c, i, e, n, c, e,  , F, i, c, t, i, o, n",Four astronauts develop superpowers and must join forces to protect mankind from doom.,2.0
s132,Movie,X-Men,Bryan Singer,United States,2021-08-13,2021.0,PG-13,105.0,"A, c, t, i, o, n, -, A, d, v, e, n, t, u, r, e, ,,  , F, a, m, i, l, y, ,,  , S, c, i, e, n, c, e,  , F, i, c, t, i, o, n","The X-Men, a small band of outcast mutants, fight to save a world that hates and fears them.",2.0
s133,TV Show,America's Funniest Home Videos: Animal Edition,Unknown,,2021-08-11,2021.0,TV-PG,1.0,"R, e, a, l, i, t, y",NatGeo meets AMERICA’S FUNNIEST HOME VIDEOS in a hilarious new animal show,
s134,TV Show,Chicken Squad,Unknown,United States,2021-08-11,2021.0,TV-Y,1.0,"A, n, i, m, a, t, i, o, n, ,,  , K, i, d, s, ,,  , P, o, l, i, c, e, /, C, o, p",BAGAWK! Say hello to the Chicken Squad.,
s135,TV Show,Disney Presents Goofy in How to Stay at Home,Unknown,,2021-08-11,2021.0,TV-G,1.0,"A, n, i, m, a, t, i, o, n, ,,  , C, o, m, e, d, y, ,,  , F, a, m, i, l, y","Goofy’s back in a trio of all-new, hand-drawn animated shorts from Walt Disney Animation Studios.",
s136,TV Show,Gabby Duran And The Unsittables,Unknown,United States,2021-08-11,2021.0,TV-G,2.0,"C, o, m, e, d, y, ,,  , F, a, m, i, l, y, ,,  , S, c, i, e, n, c, e,  , F, i, c, t, i, o, n","Meet Gabby Duran, your average alien-babysitting girl.",
s137,TV Show,What If...?,Unknown,,2021-08-11,2021.0,TV-14,1.0,"A, c, t, i, o, n, -, A, d, v, e, n, t, u, r, e, ,,  , A, n, i, m, a, t, i, o, n, ,,  , A, n, t, h, o, l, o, g, y",“What If…?” flips the script on the MCU by reimagining events from the films in unexpected ways.,
s138,Movie,Beverly Hills Chihuahua 2,Alex Zamm,United States,2021-08-06,2021.0,G,88.0,"A, c, t, i, o, n, -, A, d, v, e, n, t, u, r, e, ,,  , C, o, m, e, d, y, ,,  , F, a, m, i, l, y","Papi and Chloe, those talking Chihuahuas, are back... with a few surprises.",0.0
s139,Movie,Beverly Hills Chihuahua 3: Viva La Fiesta!,Lev L. Spiro,United States,2021-08-06,2021.0,G,92.0,"C, o, m, e, d, y, ,,  , C, o, m, i, n, g,  , o, f,  , A, g, e, ,,  , F, a, m, i, l, y","Papi plans a ""Quince"" for the littlest member of his pack.",0.0
s140,Movie,Killer Shark vs Killer Whale,Unknown,,2021-08-06,2021.0,TV-14,44.0,"A, n, i, m, a, l, s,  , &,  , N, a, t, u, r, e, ,,  , D, o, c, u, m, e, n, t, a, r, y",Orcas attack white sharks for their livers leaving scientists baffled.,
s141,Movie,Mrs. Doubtfire,Chris Columbus,United States,2021-08-06,2021.0,PG-13,126.0,"C, o, m, e, d, y, ,,  , D, r, a, m, a",An eccentric dad dresses as a British nanny so he can care for his kids at the home of their mother.,2.0
s142,TV Show,Cesar Millan: Better Human Better Dog,Unknown,,2021-08-04,2021.0,TV-14,1.0,"A, n, i, m, a, l, s,  , &,  , N, a, t, u, r, e, ,,  , D, o, c, u, s, e, r, i, e, s, ,,  , F, a, m, i, l, y",Renowned Dog Behaviorist Cesar Millan transforms dogs and pet parents.,
s143,TV Show,Walt Disney Animation Studios: Short Circuit Experimental Films,Unknown,,2021-08-04,2021.0,PG,2.0,"A, n, i, m, a, t, i, o, n, ,,  , A, n, t, h, o, l, o, g, y, ,,  , F, a, m, i, l, y",Welcome to Short Circuit - an experimental short film program at Disney Animation.,1.0
s144,Movie,Built for Mars: The Perseverance Rover,Mark J Davis,,2021-07-30,2021.0,TV-PG,88.0,"D, o, c, u, m, e, n, t, a, r, y",BUILT FOR MARS: THE PERSEVERANCE ROVER follows the birth of the Perseverance rover.,
s145,Movie,Garfield,Peter Hewitt,United States,2021-07-30,2021.0,PG,82.0,"C, o, m, e, d, y, ,,  , F, a, m, i, l, y","Garfield lures Odie out of the house but once he's lost, Garfield springs into action to save him.",1.0
s146,TV Show,Chip 'n' Dale: Park Life,Unknown,,2021-07-28,2021.0,TV-Y7,1.0,"A, n, i, m, a, t, i, o, n, ,,  , B, u, d, d, y, ,,  , C, o, m, e, d, y",Two tiny chipmunks have huge adventures while trying to live the good life in a big city park.,
s147,TV Show,Critter Fixers: Country Vets,Unknown,United States,2021-07-28,2021.0,TV-14,2.0,"A, n, i, m, a, l, s,  , &,  , N, a, t, u, r, e, ,,  , D, o, c, u, s, e, r, i, e, s, ,,  , F, a, m, i, l, y",Dr. Hodges and Dr. Ferguson own and operate a bustling veterinary clinic.,
s148,TV Show,Disney Junior T.O.T.S.,Unknown,United States,2021-07-28,2021.0,TV-Y,2.0,"A, n, i, m, a, t, i, o, n, ,,  , B, u, d, d, y, ,,  , K, i, d, s",Pip and Freddy are new Junior Fliers at T.O.T.S.!,
s149,TV Show,Mickey Mouse Funhouse,Unknown,United States,2021-07-28,2021.0,TV-Y,1.0,"A, n, i, m, a, t, i, o, n, ,,  , K, i, d, s",Mickey Mouse Funhouse is filled with silly adventure!,
s150,TV Show,Minnie's Bow-Toons: Party Palace Pals,Unknown,,2021-07-28,2021.0,TV-Y7,1.0,"A, n, i, m, a, t, i, o, n, ,,  , K, i, d, s",Minnie and Daisy open a party planning business!,
s151,TV Show,Turning the Tables with Robin Roberts,Unknown,,2021-07-28,2021.0,TV-PG,1.0,"T, a, l, k,  , S, h, o, w",Robin Roberts sits down with iconic Hollywood women for intimate & inspirational conversations.,
s152,Movie,Ice Age: The Meltdown,Carlos Saldanha,"United States, United Kingdom, Australia",2021-07-23,2021.0,PG,94.0,"A, n, i, m, a, t, i, o, n, ,,  , C, o, m, e, d, y, ,,  , F, a, m, i, l, y","Manny, Sid, Diego and Scrat join forces with new friends to save the valley from an epic flood.",1.0
s153,Movie,Playing with Sharks,Unknown,,2021-07-23,2021.0,TV-14,91.0,"A, n, i, m, a, l, s,  , &,  , N, a, t, u, r, e, ,,  , B, i, o, g, r, a, p, h, i, c, a, l, ,,  , D, o, c, u, m, e, n, t, a, r, y","""Playing with Sharks"" captures the life of conservationist Valerie Taylor.",
s154,Movie,Shark vs. Surfer,Phil Stebbing,,2021-07-23,2021.0,TV-14,44.0,"A, n, i, m, a, l, s,  , &,  , N, a, t, u, r, e, ,,  , D, o, c, u, m, e, n, t, a, r, y",Shark vs. Surfer visits shark-infested surf spots to relive the harrowing encounters.,
s155,Movie,Shark vs. Whale,Unknown,,2021-07-23,2021.0,TV-PG,44.0,"A, n, i, m, a, l, s,  , &,  , N, a, t, u, r, e, ,,  , D, o, c, u, m, e, n, t, a, r, y",Marine biologist Ryan Johnson discovers rare behavior of a whale attacking a great white.,
s156,Movie,Stuntman,Kurt Mattila,,2021-07-23,2021.0,TV-14,87.0,"D, o, c, u, m, e, n, t, a, r, y",Stuntman Eddie Braun attempts to complete Evel Knievel's legendary Snake River Canyon rocket jump.,
s157,Movie,Walking with Dinosaurs: The Movie,"Barry Cook, Neil Nightingale",,2021-07-23,2021.0,PG,88.0,"A, c, t, i, o, n, -, A, d, v, e, n, t, u, r, e, ,,  , F, a, m, i, l, y, ,,  , F, a, n, t, a, s, y",A young dinosaur named Patchi must find his courage to lead the herd.,1.0
s158,Movie,What the Shark?,Unknown,,2021-07-23,2021.0,TV-PG,44.0,"A, n, i, m, a, l, s,  , &,  , N, a, t, u, r, e, ,,  , D, o, c, u, m, e, n, t, a, r, y",What the Shark? dives deep into the environments where adaptation is critical to survival.,
s159,TV Show,Behind the Attraction,Unknown,,2021-07-21,2021.0,TV-PG,1.0,"D, o, c, u, s, e, r, i, e, s, ,,  , F, a, m, i, l, y",Behind the Attraction takes you on a wild ride behind Disney Parks' most iconic attractions!,
s160,TV Show,Disney The Owl House,Unknown,"United States, United Kingdom",2021-07-21,2021.0,TV-Y7,2.0,"A, c, t, i, o, n, -, A, d, v, e, n, t, u, r, e, ,,  , A, n, i, m, a, t, i, o, n, ,,  , A, n, i, m, e",Luz stumbles upon a portal to a magical new world.,
s161,TV Show,Meet Spidey and His Amazing Friends (Shorts),Unknown,,2021-07-21,2021.0,TV-Y,1.0,"A, c, t, i, o, n, -, A, d, v, e, n, t, u, r, e, ,,  , A, n, i, m, a, t, i, o, n, ,,  , K, i, d, s",Meet the friends that help Spidey save the day!,
s162,TV Show,Mission Force One,Unknown,,2021-07-21,2021.0,TV-Y,1.0,"A, c, t, i, o, n, -, A, d, v, e, n, t, u, r, e, ,,  , A, n, i, m, a, t, i, o, n, ,,  , K, i, d, s",Five kids form an elite team to protect the universe!,
s163,TV Show,Turner & Hooch,Unknown,,2021-07-21,2021.0,TV-PG,1.0,"A, c, t, i, o, n, -, A, d, v, e, n, t, u, r, e, ,,  , B, u, d, d, y, ,,  , C, o, m, e, d, y",A Deputy Marshal inherits an unruly dog who helps him solve crimes and investigate a family mystery.,
s164,Movie,Most Wanted Sharks,Unknown,,2021-07-16,2021.0,TV-PG,44.0,"A, n, i, m, a, l, s,  , &,  , N, a, t, u, r, e, ,,  , D, o, c, u, m, e, n, t, a, r, y","In Most Wanted Sharks, Jeremiah Sullivan dives into the stories of shark all-stars.",
s165,Movie,Secrets of the Bull Shark,Unknown,,2021-07-16,2021.0,TV-14,44.0,"A, n, i, m, a, l, s,  , &,  , N, a, t, u, r, e, ,,  , D, o, c, u, m, e, n, t, a, r, y",Secrets of the Bull Shark unravels the mystery of some of the most dangerous predators.,
s166,TV Show,Shark Attack Files,Unknown,,2021-07-16,2021.0,TV-14,1.0,"A, n, i, m, a, l, s,  , &,  , N, a, t, u, r, e, ,,  , D, o, c, u, s, e, r, i, e, s, ,,  , R, e, a, l, i, t, y",Learn the truth behind the most dramatic shark attacks of our time.,
s167,Movie,Shark Attack Investigation: The Paige Winter Story,Unknown,,2021-07-16,2021.0,TV-14,44.0,"A, n, i, m, a, l, s,  , &,  , N, a, t, u, r, e, ,,  , D, o, c, u, m, e, n, t, a, r, y",A teen survives facing one of the ocean’s deadliest predators.,
s168,Movie,Sharkcano,Andy Seestedt,,2021-07-16,2021.0,TV-PG,44.0,"A, n, i, m, a, l, s,  , &,  , N, a, t, u, r, e, ,,  , D, o, c, u, m, e, n, t, a, r, y",Dr. Michael Heithaus sets out to reveal the connection between sharks and volcanoes.,
s169,Movie,We Bought a Zoo,Cameron Crowe,United States,2021-07-16,2021.0,PG,125.0,"A, n, i, m, a, l, s,  , &,  , N, a, t, u, r, e, ,,  , D, r, a, m, a, ,,  , F, a, m, i, l, y",A single dad tries to give his family a fresh start by moving to a home in the middle of a zoo.,1.0
s170,Movie,World's Biggest Bullshark,Unknown,,2021-07-16,2021.0,TV-PG,44.0,"A, n, i, m, a, l, s,  , &,  , N, a, t, u, r, e, ,,  , D, o, c, u, m, e, n, t, a, r, y","How one of the largest Bull Sharks ever caught, grew to become a giant.",
s171,Movie,World's Most Dangerous Shark?,Kevin Bachar,,2021-07-16,2021.0,TV-14,44.0,"A, n, i, m, a, l, s,  , &,  , N, a, t, u, r, e, ,,  , D, o, c, u, m, e, n, t, a, r, y",Are Oceanic White Tips the most dangerous of all the sharks?,
s172,TV Show,So Random!,Unknown,United States,2021-07-14,2021.0,TV-G,1.0,"C, o, m, e, d, y, ,,  , C, o, m, i, n, g,  , o, f,  , A, g, e",A musical sketch comedy show.,
s173,Movie,Flicka,Michael Mayer,"United States, United Kingdom",2021-07-09,2021.0,PG,95.0,"A, n, i, m, a, l, s,  , &,  , N, a, t, u, r, e, ,,  , C, o, m, i, n, g,  , o, f,  , A, g, e, ,,  , D, r, a, m, a",A 14-year-old girl befriends a wild filly and tries to rescue the horse from a rodeo entrepreneur.,1.0
s174,Movie,"Miraculous World: Shanghai, The Legend of Ladydragon",Thomas Astruc,,2021-07-09,2021.0,TV-Y7-FV,54.0,"A, n, i, m, a, t, i, o, n, ,,  , F, a, n, t, a, s, y",Marinette heads to Shanghai to meet Adrien.,
s175,Movie,Orca vs. Great White,Sigmund Spath Jr.,,2021-07-09,2021.0,TV-14,44.0,"A, n, i, m, a, l, s,  , &,  , N, a, t, u, r, e, ,,  , D, o, c, u, m, e, n, t, a, r, y",Researchers investigate if orcas are hunting great whites in New Zealand.,
s176,Movie,Rogue Shark?,Mark Woodward,,2021-07-09,2021.0,TV-14,44.0,"A, n, i, m, a, l, s,  , &,  , N, a, t, u, r, e, ,,  , D, o, c, u, m, e, n, t, a, r, y","A vacation hot spot is rocked by a series of shark attacks, chaos reigns.",
s177,Movie,Shark Beach with Chris Hemsworth,Sally Aitken,United States,2021-07-09,2021.0,TV-PG,44.0,"A, n, i, m, a, l, s,  , &,  , N, a, t, u, r, e, ,,  , D, o, c, u, m, e, n, t, a, r, y",Chris Hemsworth investigates how we can live harmoniously with sharks.,
s178,Movie,Shark Gangs,"Jacob Cobi Benattia, Pete Berg, James Buchanan",,2021-07-09,2021.0,TV-14,44.0,"A, n, i, m, a, l, s,  , &,  , N, a, t, u, r, e, ,,  , D, o, c, u, m, e, n, t, a, r, y",Scientists investigate why some sharks roam the oceans in gangs.,
s179,Movie,The Croc That Ate Jaws,Mark Woodward,,2021-07-09,2021.0,TV-14,44.0,"A, n, i, m, a, l, s,  , &,  , N, a, t, u, r, e, ,,  , D, o, c, u, m, e, n, t, a, r, y",What happens when two of the deadliest predators go head to head?,
s180,TV Show,When Sharks Attack,Unknown,United States,2021-07-09,2021.0,TV-14,7.0,"R, e, a, l, i, t, y",National Geographic investigates shark attacks.,
s181,TV Show,Breaking Bobby Bones,Unknown,United States,2021-07-07,2021.0,TV-14,1.0,"A, c, t, i, o, n, -, A, d, v, e, n, t, u, r, e, ,,  , D, o, c, u, s, e, r, i, e, s, ,,  , R, e, a, l, i, t, y",Bobby Bones travels to meet local heroes who challenge him to conquer their trades.,
s182,TV Show,Mickey Mouse Mixed-Up Adventures,Unknown,United States,2021-07-07,2021.0,TV-Y,1.0,"A, n, i, m, a, t, i, o, n, ,,  , K, i, d, s, ,,  , S, p, o, r, t, s",Hot Dog! Get mixed-up with Mickey and all of his pals!,
s183,TV Show,Monsters at Work,Unknown,United States,2021-07-07,2021.0,TV-G,1.0,"A, n, i, m, a, t, i, o, n, ,,  , C, o, m, e, d, y, ,,  , F, a, m, i, l, y","""Monsters at Work"" tells the story of Tylor Tuskmon and his dream to become a Jokester.",
s184,Movie,"The Good, The Bart, and The Loki",David Silverman,,2021-07-07,2021.0,TV-PG,6.0,"A, n, i, m, a, t, i, o, n, ,,  , C, o, m, e, d, y, ,,  , F, a, n, t, a, s, y","Banished from Asgard once again, Loki takes on the Simpsons and Springfield’s mightiest heroes.",
s185,TV Show,Disney Raven's Home,Unknown,United States,2021-07-02,2021.0,TV-G,4.0,"C, o, m, e, d, y, ,,  , F, a, m, i, l, y, ,,  , F, a, n, t, a, s, y",Raven and Chelsea raise their three children together.,
s186,Movie,The Sandlot,David Mickey Evans,United States,2021-07-02,2021.0,PG,101.0,"C, o, m, e, d, y, ,,  , C, o, m, i, n, g,  , o, f,  , A, g, e, ,,  , F, a, m, i, l, y",A shy boy moves to a new neighborhood and becomes involved with a ragtag baseball team.,1.0
